id,uniqueid,pid,datetime,trial_id,which_item,resp,correct,rt,age,gender,race,income,employed,edu,dad_edu,mom_edu,confidence,puzzles,prev_test,max_trials
3,b110375,631356,1662486040984,3,4,4,1,28439,29,Male,Black or African American,100000+,Yes,BachelorDegree,BachelorDegree,BachelorDegree,30,Yes,No,36
3,b110375,631356,1662486066978,4,5,3,1,25994,29,Male,Black or African American,100000+,Yes,BachelorDegree,BachelorDegree,BachelorDegree,30,Yes,No,36
3,b110375,631356,1662486101713,5,6,7,0,34735,29,Male,Black or African American,100000+,Yes,BachelorDegree,BachelorDegree,BachelorDegree,30,Yes,No,36
3,b110375,631356,1662486147825,6,7,3,0,46112,29,Male,Black or African American,100000+,Yes,BachelorDegree,BachelorDegree,BachelorDegree,30,Yes,No,36
3,b110375,631356,1662486170439,7,8,4,0,22614,29,Male,Black or African American,100000+,Yes,BachelorDegree,BachelorDegree,BachelorDegree,30,Yes,No,36
3,b110375,631356,1662486230217,8,9,1,0,59777,29,Male,Black or African American,100000+,Yes,BachelorDegree,BachelorDegree,BachelorDegree,30,Yes,No,36
3,b110375,631356,1662486273444,9,10,4,1,43227,29,Male,Black or African American,100000+,Yes,BachelorDegree,BachelorDegree,BachelorDegree,30,Yes,No,36
3,b110375,631356,1662486309765,10,11,5,1,36320,29,Male,Black or African American,100000+,Yes,BachelorDegree,BachelorDegree,BachelorDegree,30,Yes,No,36
3,b110375,631356,1662486353356,11,12,6,1,43591,29,Male,Black or African American,100000+,Yes,BachelorDegree,BachelorDegree,BachelorDegree,30,Yes,No,36
3,b110375,631356,1662486371560,12,13,5,0,18204,29,Male,Black or African American,100000+,Yes,BachelorDegree,BachelorDegree,BachelorDegree,30,Yes,No,36
3,b110375,631356,1662486426932,13,14,1,1,55371,29,Male,Black or African American,100000+,Yes,BachelorDegree,BachelorDegree,BachelorDegree,30,Yes,No,36
3,b110375,631356,1662486452575,14,15,2,1,25643,29,Male,Black or African American,100000+,Yes,BachelorDegree,BachelorDegree,BachelorDegree,30,Yes,No,36
3,b110375,631356,1662486488090,15,16,3,0,35515,29,Male,Black or African American,100000+,Yes,BachelorDegree,BachelorDegree,BachelorDegree,30,Yes,No,36
3,b110375,631356,1662486518506,16,17,6,1,30416,29,Male,Black or African American,100000+,Yes,BachelorDegree,BachelorDegree,BachelorDegree,30,Yes,No,36
3,b110375,631356,1662486546547,17,18,5,0,28041,29,Male,Black or African American,100000+,Yes,BachelorDegree,BachelorDegree,BachelorDegree,30,Yes,No,36
3,b110375,631356,1662486580026,18,19,7,0,33479,29,Male,Black or African American,100000+,Yes,BachelorDegree,BachelorDegree,BachelorDegree,30,Yes,No,36
3,b110375,631356,1662486613953,19,20,3,0,33927,29,Male,Black or African American,100000+,Yes,BachelorDegree,BachelorDegree,BachelorDegree,30,Yes,No,36
3,b110375,631356,1662486679643,20,21,4,0,65690,29,Male,Black or African American,100000+,Yes,BachelorDegree,BachelorDegree,BachelorDegree,30,Yes,No,36
3,b110375,631356,1662486739160,21,22,4,0,59517,29,Male,Black or African American,100000+,Yes,BachelorDegree,BachelorDegree,BachelorDegree,30,Yes,No,36
3,b110375,631356,1662486752637,22,23,3,0,13477,29,Male,Black or African American,100000+,Yes,BachelorDegree,BachelorDegree,BachelorDegree,30,Yes,No,36
3,b110375,631356,1662486819157,23,24,1,0,66520,29,Male,Black or African American,100000+,Yes,BachelorDegree,BachelorDegree,BachelorDegree,30,Yes,No,36
3,b110375,631356,1662486870959,24,25,5,0,51802,29,Male,Black or African American,100000+,Yes,BachelorDegree,BachelorDegree,BachelorDegree,30,Yes,No,36
3,b110375,631356,1662486918466,25,26,6,0,47506,29,Male,Black or African American,100000+,Yes,BachelorDegree,BachelorDegree,BachelorDegree,30,Yes,No,36
3,b110375,631356,1662486947756,26,27,6,0,29290,29,Male,Black or African American,100000+,Yes,BachelorDegree,BachelorDegree,BachelorDegree,30,Yes,No,36
3,b110375,631356,1662486967701,27,28,4,0,19945,29,Male,Black or African American,100000+,Yes,BachelorDegree,BachelorDegree,BachelorDegree,30,Yes,No,36
3,b110375,631356,1662486994987,28,29,6,1,27286,29,Male,Black or African American,100000+,Yes,BachelorDegree,BachelorDegree,BachelorDegree,30,Yes,No,36
3,b110375,631356,1662487048222,29,30,5,1,53235,29,Male,Black or African American,100000+,Yes,BachelorDegree,BachelorDegree,BachelorDegree,30,Yes,No,36
3,b110375,631356,1662487077656,30,31,5,0,29433,29,Male,Black or African American,100000+,Yes,BachelorDegree,BachelorDegree,BachelorDegree,30,Yes,No,36
3,b110375,631356,1662487092266,31,32,4,0,14610,29,Male,Black or African American,100000+,Yes,BachelorDegree,BachelorDegree,BachelorDegree,30,Yes,No,36
3,b110375,631356,1662487130712,32,33,3,0,38446,29,Male,Black or African American,100000+,Yes,BachelorDegree,BachelorDegree,BachelorDegree,30,Yes,No,36
3,b110375,631356,1662487150638,33,34,8,0,19926,29,Male,Black or African American,100000+,Yes,BachelorDegree,BachelorDegree,BachelorDegree,30,Yes,No,36
3,b110375,631356,1662487202682,34,35,1,0,52043,29,Male,Black or African American,100000+,Yes,BachelorDegree,BachelorDegree,BachelorDegree,30,Yes,No,36
3,b110375,631356,1662487214308,35,36,5,0,11626,29,Male,Black or African American,100000+,Yes,BachelorDegree,BachelorDegree,BachelorDegree,30,Yes,No,36
4,n962604,65885,1662485948608,0,1,7,0,19761,32,Female,White,35000-49999,Yes,SomeColl,BachelorDegree,BachelorDegree,25,Yes,No,36
4,n962604,65885,1662485956781,1,2,1,1,8173,32,Female,White,35000-49999,Yes,SomeColl,BachelorDegree,BachelorDegree,25,Yes,No,36
4,n962604,65885,1662485975318,2,3,7,1,18537,32,Female,White,35000-49999,Yes,SomeColl,BachelorDegree,BachelorDegree,25,Yes,No,36
4,n962604,65885,1662485994755,3,4,4,1,19436,32,Female,White,35000-49999,Yes,SomeColl,BachelorDegree,BachelorDegree,25,Yes,No,36
4,n962604,65885,1662486001549,4,5,3,1,6793,32,Female,White,35000-49999,Yes,SomeColl,BachelorDegree,BachelorDegree,25,Yes,No,36
4,n962604,65885,1662486018490,5,6,7,0,16940,32,Female,White,35000-49999,Yes,SomeColl,BachelorDegree,BachelorDegree,25,Yes,No,36
4,n962604,65885,1662486034915,6,7,2,0,16424,32,Female,White,35000-49999,Yes,SomeColl,BachelorDegree,BachelorDegree,25,Yes,No,36
4,n962604,65885,1662486053788,7,8,8,0,18872,32,Female,White,35000-49999,Yes,SomeColl,BachelorDegree,BachelorDegree,25,Yes,No,36
4,n962604,65885,1662486089124,8,9,8,1,35335,32,Female,White,35000-49999,Yes,SomeColl,BachelorDegree,BachelorDegree,25,Yes,No,36
4,n962604,65885,1662486097772,9,10,7,0,8648,32,Female,White,35000-49999,Yes,SomeColl,BachelorDegree,BachelorDegree,25,Yes,No,36
4,n962604,65885,1662486118761,10,11,5,1,20989,32,Female,White,35000-49999,Yes,SomeColl,BachelorDegree,BachelorDegree,25,Yes,No,36
4,n962604,65885,1662486125450,11,12,6,1,6688,32,Female,White,35000-49999,Yes,SomeColl,BachelorDegree,BachelorDegree,25,Yes,No,36
4,n962604,65885,1662486135253,12,13,5,0,9803,32,Female,White,35000-49999,Yes,SomeColl,BachelorDegree,BachelorDegree,25,Yes,No,36
4,n962604,65885,1662486154002,13,14,8,0,18748,32,Female,White,35000-49999,Yes,SomeColl,BachelorDegree,BachelorDegree,25,Yes,No,36
4,n962604,65885,1662486158838,14,15,8,0,4836,32,Female,White,35000-49999,Yes,SomeColl,BachelorDegree,BachelorDegree,25,Yes,No,36
4,n962604,65885,1662486172124,15,16,5,0,13286,32,Female,White,35000-49999,Yes,SomeColl,BachelorDegree,BachelorDegree,25,Yes,No,36
4,n962604,65885,1662486181117,16,17,4,0,8993,32,Female,White,35000-49999,Yes,SomeColl,BachelorDegree,BachelorDegree,25,Yes,No,36
4,n962604,65885,1662486201843,17,18,7,1,20726,32,Female,White,35000-49999,Yes,SomeColl,BachelorDegree,BachelorDegree,25,Yes,No,36
4,n962604,65885,1662486210770,18,19,5,0,8926,32,Female,White,35000-49999,Yes,SomeColl,BachelorDegree,BachelorDegree,25,Yes,No,36
4,n962604,65885,1662486223591,19,20,2,0,12821,32,Female,White,35000-49999,Yes,SomeColl,BachelorDegree,BachelorDegree,25,Yes,No,36
4,n962604,65885,1662486239789,20,21,3,0,16198,32,Female,White,35000-49999,Yes,SomeColl,BachelorDegree,BachelorDegree,25,Yes,No,36
4,n962604,65885,1662486260530,21,22,8,0,20741,32,Female,White,35000-49999,Yes,SomeColl,BachelorDegree,BachelorDegree,25,Yes,No,36
4,n962604,65885,1662486272625,22,23,5,0,12095,32,Female,White,35000-49999,Yes,SomeColl,BachelorDegree,BachelorDegree,25,Yes,No,36
4,n962604,65885,1662486299284,23,24,7,0,26658,32,Female,White,35000-49999,Yes,SomeColl,BachelorDegree,BachelorDegree,25,Yes,No,36
4,n962604,65885,1662486312093,24,25,1,0,12809,32,Female,White,35000-49999,Yes,SomeColl,BachelorDegree,BachelorDegree,25,Yes,No,36
4,n962604,65885,1662486336356,25,26,8,0,24263,32,Female,White,35000-49999,Yes,SomeColl,BachelorDegree,BachelorDegree,25,Yes,No,36
4,n962604,65885,1662486364063,26,27,4,0,27707,32,Female,White,35000-49999,Yes,SomeColl,BachelorDegree,BachelorDegree,25,Yes,No,36
4,n962604,65885,1662486379466,27,28,2,0,15403,32,Female,White,35000-49999,Yes,SomeColl,BachelorDegree,BachelorDegree,25,Yes,No,36
4,n962604,65885,1662486396772,28,29,3,0,17306,32,Female,White,35000-49999,Yes,SomeColl,BachelorDegree,BachelorDegree,25,Yes,No,36
4,n962604,65885,1662486538911,29,30,4,0,142139,32,Female,White,35000-49999,Yes,SomeColl,BachelorDegree,BachelorDegree,25,Yes,No,36
4,n962604,65885,1662486553565,30,31,3,0,14654,32,Female,White,35000-49999,Yes,SomeColl,BachelorDegree,BachelorDegree,25,Yes,No,36
4,n962604,65885,1662486572433,31,32,1,0,18868,32,Female,White,35000-49999,Yes,SomeColl,BachelorDegree,BachelorDegree,25,Yes,No,36
4,n962604,65885,1662486583022,32,33,3,0,10589,32,Female,White,35000-49999,Yes,SomeColl,BachelorDegree,BachelorDegree,25,Yes,No,36
4,n962604,65885,1662486588940,33,34,1,1,5918,32,Female,White,35000-49999,Yes,SomeColl,BachelorDegree,BachelorDegree,25,Yes,No,36
4,n962604,65885,1662486604259,34,35,3,1,15319,32,Female,White,35000-49999,Yes,SomeColl,BachelorDegree,BachelorDegree,25,Yes,No,36
4,n962604,65885,1662486610074,35,36,4,0,5815,32,Female,White,35000-49999,Yes,SomeColl,BachelorDegree,BachelorDegree,25,Yes,No,36
5,e881033,221355,1662486286353,0,1,5,1,26438,45,Male,White,75000-99999,Yes,AssociateDegree,SomeColl,SomeColl,25,Yes,Yes,36
5,e881033,221355,1662486304984,1,2,8,0,18630,45,Male,White,75000-99999,Yes,AssociateDegree,SomeColl,SomeColl,25,Yes,Yes,36
5,e881033,221355,1662486313527,2,3,7,1,8543,45,Male,White,75000-99999,Yes,AssociateDegree,SomeColl,SomeColl,25,Yes,Yes,36
5,e881033,221355,1662486328024,3,4,4,1,14497,45,Male,White,75000-99999,Yes,AssociateDegree,SomeColl,SomeColl,25,Yes,Yes,36
5,e881033,221355,1662486340448,4,5,3,1,12424,45,Male,White,75000-99999,Yes,AssociateDegree,SomeColl,SomeColl,25,Yes,Yes,36
5,e881033,221355,1662486348976,5,6,1,1,8528,45,Male,White,75000-99999,Yes,AssociateDegree,SomeColl,SomeColl,25,Yes,Yes,36
5,e881033,221355,1662486382064,6,7,2,0,33088,45,Male,White,75000-99999,Yes,AssociateDegree,SomeColl,SomeColl,25,Yes,Yes,36
5,e881033,221355,1662486408008,7,8,1,1,25944,45,Male,White,75000-99999,Yes,AssociateDegree,SomeColl,SomeColl,25,Yes,Yes,36
5,e881033,221355,1662486416552,8,9,8,1,8544,45,Male,White,75000-99999,Yes,AssociateDegree,SomeColl,SomeColl,25,Yes,Yes,36
5,e881033,221355,1662486444360,9,10,4,1,27808,45,Male,White,75000-99999,Yes,AssociateDegree,SomeColl,SomeColl,25,Yes,Yes,36
5,e881033,221355,1662486456240,10,11,5,1,11880,45,Male,White,75000-99999,Yes,AssociateDegree,SomeColl,SomeColl,25,Yes,Yes,36
5,e881033,221355,1662486474008,11,12,8,0,17768,45,Male,White,75000-99999,Yes,AssociateDegree,SomeColl,SomeColl,25,Yes,Yes,36
5,e881033,221355,1662486495799,12,13,5,0,21791,45,Male,White,75000-99999,Yes,AssociateDegree,SomeColl,SomeColl,25,Yes,Yes,36
5,e881033,221355,1662486512615,13,14,1,1,16816,45,Male,White,75000-99999,Yes,AssociateDegree,SomeColl,SomeColl,25,Yes,Yes,36
5,e881033,221355,1662486532904,14,15,2,1,20289,45,Male,White,75000-99999,Yes,AssociateDegree,SomeColl,SomeColl,25,Yes,Yes,36
5,e881033,221355,1662486619184,15,16,4,1,86280,45,Male,White,75000-99999,Yes,AssociateDegree,SomeColl,SomeColl,25,Yes,Yes,36
5,e881033,221355,1662486627167,16,17,6,1,7983,45,Male,White,75000-99999,Yes,AssociateDegree,SomeColl,SomeColl,25,Yes,Yes,36
5,e881033,221355,1662486640705,17,18,7,1,13537,45,Male,White,75000-99999,Yes,AssociateDegree,SomeColl,SomeColl,25,Yes,Yes,36
5,e881033,221355,1662486652120,18,19,3,1,11415,45,Male,White,75000-99999,Yes,AssociateDegree,SomeColl,SomeColl,25,Yes,Yes,36
5,e881033,221355,1662486672832,19,20,2,0,20711,45,Male,White,75000-99999,Yes,AssociateDegree,SomeColl,SomeColl,25,Yes,Yes,36
5,e881033,221355,1662486702952,20,21,1,0,30120,45,Male,White,75000-99999,Yes,AssociateDegree,SomeColl,SomeColl,25,Yes,Yes,36
5,e881033,221355,1662486738287,21,22,7,1,35335,45,Male,White,75000-99999,Yes,AssociateDegree,SomeColl,SomeColl,25,Yes,Yes,36
5,e881033,221355,1662486781576,22,23,5,0,43289,45,Male,White,75000-99999,Yes,AssociateDegree,SomeColl,SomeColl,25,Yes,Yes,36
5,e881033,221355,1662486822105,23,24,3,1,40529,45,Male,White,75000-99999,Yes,AssociateDegree,SomeColl,SomeColl,25,Yes,Yes,36
5,e881033,221355,1662486848800,24,25,7,1,26695,45,Male,White,75000-99999,Yes,AssociateDegree,SomeColl,SomeColl,25,Yes,Yes,36
5,e881033,221355,1662486895657,25,26,2,1,46857,45,Male,White,75000-99999,Yes,AssociateDegree,SomeColl,SomeColl,25,Yes,Yes,36
5,e881033,221355,1662486935880,26,27,4,0,40223,45,Male,White,75000-99999,Yes,AssociateDegree,SomeColl,SomeColl,25,Yes,Yes,36
5,e881033,221355,1662486987160,27,28,4,0,51280,45,Male,White,75000-99999,Yes,AssociateDegree,SomeColl,SomeColl,25,Yes,Yes,36
5,e881033,221355,1662487034176,28,29,6,1,47016,45,Male,White,75000-99999,Yes,AssociateDegree,SomeColl,SomeColl,25,Yes,Yes,36
5,e881033,221355,1662487059488,29,30,5,1,25311,45,Male,White,75000-99999,Yes,AssociateDegree,SomeColl,SomeColl,25,Yes,Yes,36
5,e881033,221355,1662487199673,30,31,1,0,140185,45,Male,White,75000-99999,Yes,AssociateDegree,SomeColl,SomeColl,25,Yes,Yes,36
5,e881033,221355,1662487237824,31,32,1,0,38151,45,Male,White,75000-99999,Yes,AssociateDegree,SomeColl,SomeColl,25,Yes,Yes,36
5,e881033,221355,1662487315033,32,33,6,0,77209,45,Male,White,75000-99999,Yes,AssociateDegree,SomeColl,SomeColl,25,Yes,Yes,36
5,e881033,221355,1662487354424,33,34,1,1,39391,45,Male,White,75000-99999,Yes,AssociateDegree,SomeColl,SomeColl,25,Yes,Yes,36
5,e881033,221355,1662487379216,34,35,1,0,24791,45,Male,White,75000-99999,Yes,AssociateDegree,SomeColl,SomeColl,25,Yes,Yes,36
5,e881033,221355,1662487408056,35,36,8,0,28840,45,Male,White,75000-99999,Yes,AssociateDegree,SomeColl,SomeColl,25,Yes,Yes,36
6,n317180,308728,1662486086819,0,1,5,1,15550,41,Male,White,100000+,Yes,BachelorDegree,MastersDegree,GradHS,24,No,No,36
6,n317180,308728,1662486097027,1,2,1,1,10208,41,Male,White,100000+,Yes,BachelorDegree,MastersDegree,GradHS,24,No,No,36
6,n317180,308728,1662486110643,2,3,7,1,13616,41,Male,White,100000+,Yes,BachelorDegree,MastersDegree,GradHS,24,No,No,36
6,n317180,308728,1662486120498,3,4,4,1,9855,41,Male,White,100000+,Yes,BachelorDegree,MastersDegree,GradHS,24,No,No,36
